epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
30,0.9590163826942444,0.1559467315673828,0.8709677457809448,0.32389843463897705,0.0010000000474974513
31,0.938524603843689,0.18561393022537231,0.8387096524238586,0.49964672327041626,0.0010000000474974513
32,0.9016393423080444,0.27725493907928467,0.8387096524238586,0.345043808221817,0.0010000000474974513
33,0.9426229596138,0.21213169395923615,0.8709677457809448,0.3106147348880768,0.0010000000474974513
34,0.938524603843689,0.17358919978141785,0.8064516186714172,0.32776474952697754,0.0005000000237487257
35,0.9631147384643555,0.14035356044769287,0.774193525314331,0.36793726682662964,0.0005000000237487257
36,0.9549180269241333,0.14460575580596924,0.8387096524238586,0.39735397696495056,0.0005000000237487257
37,0.9672130942344666,0.12988945841789246,0.9032257795333862,0.2954638600349426,0.0005000000237487257
38,0.9877049326896667,0.1017117127776146,0.8709677457809448,0.2541126012802124,0.0005000000237487257
39,0.9795082211494446,0.09576555341482162,0.9032257795333862,0.23898710310459137,0.0005000000237487257
40,0.9877049326896667,0.0950026661157608,0.8709677457809448,0.23194105923175812,0.0005000000237487257
41,0.9754098653793335,0.09812697768211365,0.8709677457809448,0.2199944406747818,0.0005000000237487257
42,0.9918032884597778,0.0699307769536972,0.8709677457809448,0.2780013978481293,0.0005000000237487257
43,0.9959016442298889,0.06048768013715744,0.8709677457809448,0.2602825164794922,0.0005000000237487257
44,0.9918032884597778,0.06672799587249756,0.8709677457809448,0.21773627400398254,0.0005000000237487257
45,1.0,0.0478484183549881,0.8709677457809448,0.28222519159317017,0.0005000000237487257
46,0.9631147384643555,0.14044372737407684,0.8709677457809448,0.2669268250465393,0.0005000000237487257
47,0.9672130942344666,0.10145841538906097,0.9354838728904724,0.2863844633102417,0.0005000000237487257
48,0.9590163826942444,0.12417951226234436,0.9032257795333862,0.17758424580097198,0.0005000000237487257
49,0.9836065769195557,0.07399984449148178,0.8709677457809448,0.2844065725803375,0.0005000000237487257
50,0.9959016442298889,0.05545308068394661,0.9032257795333862,0.17938591539859772,0.0005000000237487257
51,0.9959016442298889,0.05278750881552696,0.9032257795333862,0.1549876481294632,0.0005000000237487257
52,0.9918032884597778,0.05321897566318512,0.9354838728904724,0.14912649989128113,0.0005000000237487257
53,0.9836065769195557,0.06484556943178177,0.8709677457809448,0.2304168939590454,0.0005000000237487257
54,0.9877049326896667,0.057845283299684525,0.9354838728904724,0.14721079170703888,0.0005000000237487257
55,0.9918032884597778,0.04039248824119568,0.9354838728904724,0.16429954767227173,0.0005000000237487257
56,0.9959016442298889,0.042305976152420044,0.9354838728904724,0.12166732549667358,0.0005000000237487257
57,0.9836065769195557,0.07032983750104904,0.9032257795333862,0.2229146659374237,0.0005000000237487257
58,0.9713114500045776,0.10719217360019684,0.9032257795333862,0.26237791776657104,0.0005000000237487257
59,0.9877049326896667,0.09043262153863907,0.9354838728904724,0.18291907012462616,0.0005000000237487257
60,0.9672130942344666,0.18971635401248932,0.8387096524238586,0.4026619791984558,0.0005000000237487257
61,0.9713114500045776,0.0970972552895546,0.8709677457809448,0.2371525913476944,0.0005000000237487257
62,0.9795082211494446,0.09630832821130753,0.9032257795333862,0.3030708432197571,0.0002500000118743628
63,0.9959016442298889,0.04377349093556404,0.9677419066429138,0.1234157532453537,0.0002500000118743628
64,1.0,0.029278703033924103,0.9677419066429138,0.12341352552175522,0.0002500000118743628
65,1.0,0.03685133159160614,0.9677419066429138,0.15281854569911957,0.0002500000118743628
66,1.0,0.029550693929195404,0.9677419066429138,0.1585441678762436,0.0002500000118743628
67,1.0,0.030070777982473373,0.9677419066429138,0.14895589649677277,0.0001250000059371814
68,0.9959016442298889,0.02228379063308239,0.9677419066429138,0.13956473767757416,0.0001250000059371814
69,1.0,0.02325267158448696,0.9677419066429138,0.13793820142745972,0.0001250000059371814
70,1.0,0.026420490816235542,0.9677419066429138,0.13856907188892365,0.0001250000059371814
71,1.0,0.026017971336841583,0.9677419066429138,0.1472378373146057,0.0001250000059371814
