sample_id,signer_id,session_id,label_index,label,take,file_path,recorded_at,duration_sec,fps,width,height,camera_index,saved_mirrored,status
S001_02_013,S001,20260807_221112,2,ㄴ,13,S001/02_ㄴ/S001_02_013.mp4,2026-08-07T22:12:10+09:00,4.067,30.0,1280,720,0,False,accepted
S001_02_014,S001,20260807_221112,2,ㄴ,14,S001/02_ㄴ/S001_02_014.mp4,2026-08-07T22:12:19+09:00,4.033,30.0,1280,720,0,False,accepted
S001_02_015,S001,20260807_221112,2,ㄴ,15,S001/02_ㄴ/S001_02_015.mp4,2026-08-07T22:12:27+09:00,4.067,30.0,1280,720,0,False,accepted
S001_02_016,S001,20260807_221112,2,ㄴ,16,S001/02_ㄴ/S001_02_016.mp4,2026-08-07T22:12:35+09:00,4.067,30.0,1280,720,0,False,accepted
S001_02_017,S001,20260807_221112,2,ㄴ,17,S001/02_ㄴ/S001_02_017.mp4,2026-08-07T22:12:43+09:00,4.067,30.0,1280,720,0,False,accepted
S001_02_018,S001,20260807_221112,2,ㄴ,18,S001/02_ㄴ/S001_02_018.mp4,2026-08-07T22:12:51+09:00,4.067,30.0,1280,720,0,False,accepted
S001_02_019,S001,20260807_221112,2,ㄴ,19,S001/02_ㄴ/S001_02_019.mp4,2026-08-07T22:12:59+09:00,4.067,30.0,1280,720,0,False,accepted
S001_03_001,S001,20260807_154456,3,ㄷ,1,S001/03_ㄷ/S001_03_001.mp4,2026-08-07T15:48:10+09:00,3.867,30.0,1280,720,0,False,accepted
S001_03_002,S001,20260807_154456,3,ㄷ,2,S001/03_ㄷ/S001_03_002.mp4,2026-08-07T15:48:18+09:00,4.033,30.0,1280,720,0,False,accepted
S001_03_003,S001,20260807_154456,3,ㄷ,3,S001/03_ㄷ/S001_03_003.mp4,2026-08-07T15:48:26+09:00,4.067,30.0,1280,720,0,False,accepted
S001_03_004,S001,20260807_154456,3,ㄷ,4,S001/03_ㄷ/S001_03_004.mp4,2026-08-07T15:48:34+09:00,4.067,30.0,1280,720,0,False,accepted
S001_03_005,S001,20260807_154456,3,ㄷ,5,S001/03_ㄷ/S001_03_005.mp4,2026-08-07T15:48:42+09:00,4.033,30.0,1280,720,0,False,accepted
S001_03_006,S001,20260807_154456,3,ㄷ,6,S001/03_ㄷ/S001_03_006.mp4,2026-08-07T15:48:50+09:00,4.067,30.0,1280,720,0,False,accepted
S001_03_007,S001,20260807_154456,3,ㄷ,7,S001/03_ㄷ/S001_03_007.mp4,2026-08-07T15:48:58+09:00,4.067,30.0,1280,720,0,False,accepted
S001_03_008,S001,20260807_154456,3,ㄷ,8,S001/03_ㄷ/S001_03_008.mp4,2026-08-07T15:49:06+09:00,4.067,30.0,1280,720,0,False,accepted
S001_03_009,S001,20260807_154456,3,ㄷ,9,S001/03_ㄷ/S001_03_009.mp4,2026-08-07T15:49:14+09:00,4.067,30.0,1280,720,0,False,accepted
S001_04_001,S001,20260807_221311,4,ㄹ,1,S001/04_ㄹ/S001_04_001.mp4,2026-08-07T22:13:29+09:00,4.0,30.0,1280,720,0,False,accepted
S001_04_002,S001,20260807_221311,4,ㄹ,2,S001/04_ㄹ/S001_04_002.mp4,2026-08-07T22:13:37+09:00,4.067,30.0,1280,720,0,False,accepted
S001_04_003,S001,20260807_221311,4,ㄹ,3,S001/04_ㄹ/S001_04_003.mp4,2026-08-07T22:13:45+09:00,4.067,30.0,1280,720,0,False,accepted
S001_04_004,S001,20260807_221311,4,ㄹ,4,S001/04_ㄹ/S001_04_004.mp4,2026-08-07T22:13:52+09:00,4.067,30.0,1280,720,0,False,accepted
S001_04_005,S001,20260807_221311,4,ㄹ,5,S001/04_ㄹ/S001_04_005.mp4,2026-08-07T22:14:00+09:00,4.067,30.0,1280,720,0,False,accepted
S001_04_006,S001,20260807_221311,4,ㄹ,6,S001/04_ㄹ/S001_04_006.mp4,2026-08-07T22:14:08+09:00,4.067,30.0,1280,720,0,False,accepted
S001_04_007,S001,20260807_221311,4,ㄹ,7,S001/04_ㄹ/S001_04_007.mp4,2026-08-07T22:14:16+09:00,4.067,30.0,1280,720,0,False,accepted
S001_04_008,S001,20260807_221311,4,ㄹ,8,S001/04_ㄹ/S001_04_008.mp4,2026-08-07T22:14:24+09:00,4.067,30.0,1280,720,0,False,accepted
S001_04_009,S001,20260807_221311,4,ㄹ,9,S001/04_ㄹ/S001_04_009.mp4,2026-08-07T22:14:32+09:00,4.067,30.0,1280,720,0,False,accepted
S001_04_010,S001,20260807_221311,4,ㄹ,10,S001/04_ㄹ/S001_04_010.mp4,2026-08-07T22:14:40+09:00,4.067,30.0,1280,720,0,False,accepted
S001_05_001,S001,20260807_221311,5,ㅁ,1,S001/05_ㅁ/S001_05_001.mp4,2026-08-07T22:16:11+09:00,4.0,30.0,1280,720,0,False,accepted
S001_05_002,S001,20260807_221311,5,ㅁ,2,S001/05_ㅁ/S001_05_002.mp4,2026-08-07T22:16:19+09:00,4.067,30.0,1280,720,0,False,accepted
S001_05_003,S001,20260807_221311,5,ㅁ,3,S001/05_ㅁ/S001_05_003.mp4,2026-08-07T22:16:27+09:00,4.067,30.0,1280,720,0,False,accepted
S001_05_004,S001,20260807_221311,5,ㅁ,4,S001/05_ㅁ/S001_05_004.mp4,2026-08-07T22:16:35+09:00,4.0,30.0,1280,720,0,False,accepted
S001_05_005,S001,20260807_221311,5,ㅁ,5,S001/05_ㅁ/S001_05_005.mp4,2026-08-07T22:16:43+09:00,4.067,30.0,1280,720,0,False,accepted
S001_05_006,S001,20260807_221311,5,ㅁ,6,S001/05_ㅁ/S001_05_006.mp4,2026-08-07T22:16:51+09:00,4.067,30.0,1280,720,0,False,accepted
S001_05_007,S001,20260807_221311,5,ㅁ,7,S001/05_ㅁ/S001_05_007.mp4,2026-08-07T22:17:00+09:00,4.067,30.0,1280,720,0,False,accepted
S001_05_008,S001,20260807_221311,5,ㅁ,8,S001/05_ㅁ/S001_05_008.mp4,2026-08-07T22:17:08+09:00,4.033,30.0,1280,720,0,False,accepted
S001_05_009,S001,20260807_221311,5,ㅁ,9,S001/05_ㅁ/S001_05_009.mp4,2026-08-07T22:17:15+09:00,4.067,30.0,1280,720,0,False,accepted
S001_05_010,S001,20260807_221311,5,ㅁ,10,S001/05_ㅁ/S001_05_010.mp4,2026-08-07T22:17:23+09:00,4.067,30.0,1280,720,0,False,accepted
S001_05_011,S001,20260807_221311,5,ㅁ,11,S001/05_ㅁ/S001_05_011.mp4,2026-08-07T22:17:50+09:00,4.033,30.0,1280,720,0,False,accepted
S001_06_001,S001,20260807_221311,6,ㅂ,1,S001/06_ㅂ/S001_06_001.mp4,2026-08-07T22:18:05+09:00,4.067,30.0,1280,720,0,False,accepted
S001_06_002,S001,20260807_221311,6,ㅂ,2,S001/06_ㅂ/S001_06_002.mp4,2026-08-07T22:18:14+09:00,4.067,30.0,1280,720,0,False,accepted
S001_06_003,S001,20260807_221311,6,ㅂ,3,S001/06_ㅂ/S001_06_003.mp4,2026-08-07T22:18:23+09:00,4.067,30.0,1280,720,0,False,accepted
S001_06_004,S001,20260807_221311,6,ㅂ,4,S001/06_ㅂ/S001_06_004.mp4,2026-08-07T22:18:31+09:00,4.067,30.0,1280,720,0,False,accepted
S001_06_005,S001,20260807_221311,6,ㅂ,5,S001/06_ㅂ/S001_06_005.mp4,2026-08-07T22:18:39+09:00,4.067,30.0,1280,720,0,False,accepted
S001_06_006,S001,20260807_221311,6,ㅂ,6,S001/06_ㅂ/S001_06_006.mp4,2026-08-07T22:18:47+09:00,4.067,30.0,1280,720,0,False,accepted
S001_06_007,S001,20260807_221311,6,ㅂ,7,S001/06_ㅂ/S001_06_007.mp4,2026-08-07T22:18:55+09:00,4.067,30.0,1280,720,0,False,accepted
S001_06_008,S001,20260807_221311,6,ㅂ,8,S001/06_ㅂ/S001_06_008.mp4,2026-08-07T22:19:03+09:00,4.067,30.0,1280,720,0,False,accepted
S001_06_009,S001,20260807_221311,6,ㅂ,9,S001/06_ㅂ/S001_06_009.mp4,2026-08-07T22:19:11+09:00,4.067,30.0,1280,720,0,False,accepted
S001_06_010,S001,20260807_221311,6,ㅂ,10,S001/06_ㅂ/S001_06_010.mp4,2026-08-07T22:19:20+09:00,4.067,30.0,1280,720,0,False,accepted
S001_07_003,S001,20260807_222926,7,ㅅ,3,S001/07_ㅅ/S001_07_003.mp4,2026-08-07T22:30:14+09:00,4.067,30.0,1280,720,0,False,accepted
S001_07_004,S001,20260807_222926,7,ㅅ,4,S001/07_ㅅ/S001_07_004.mp4,2026-08-07T22:30:22+09:00,4.067,30.0,1280,720,0,False,accepted
S001_07_005,S001,20260807_222926,7,ㅅ,5,S001/07_ㅅ/S001_07_005.mp4,2026-08-07T22:30:30+09:00,4.067,30.0,1280,720,0,False,accepted
S001_07_006,S001,20260807_222926,7,ㅅ,6,S001/07_ㅅ/S001_07_006.mp4,2026-08-07T22:30:38+09:00,4.067,30.0,1280,720,0,False,accepted
S001_07_007,S001,20260807_222926,7,ㅅ,7,S001/07_ㅅ/S001_07_007.mp4,2026-08-07T22:30:46+09:00,4.067,30.0,1280,720,0,False,accepted
S001_07_008,S001,20260807_222926,7,ㅅ,8,S001/07_ㅅ/S001_07_008.mp4,2026-08-07T22:30:54+09:00,4.067,30.0,1280,720,0,False,accepted
S001_07_009,S001,20260807_222926,7,ㅅ,9,S001/07_ㅅ/S001_07_009.mp4,2026-08-07T22:31:03+09:00,4.067,30.0,1280,720,0,False,accepted
S001_07_010,S001,20260807_222926,7,ㅅ,10,S001/07_ㅅ/S001_07_010.mp4,2026-08-07T22:31:11+09:00,4.067,30.0,1280,720,0,False,accepted
S001_07_011,S001,20260807_222926,7,ㅅ,11,S001/07_ㅅ/S001_07_011.mp4,2026-08-07T22:31:19+09:00,4.067,30.0,1280,720,0,False,accepted
S001_08_001,S001,20260807_223557,8,ㅇ,1,S001/08_ㅇ/S001_08_001.mp4,2026-08-07T22:36:21+09:00,4.033,30.0,1280,720,0,False,accepted
S001_08_002,S001,20260807_223557,8,ㅇ,2,S001/08_ㅇ/S001_08_002.mp4,2026-08-07T22:36:29+09:00,4.067,30.0,1280,720,0,False,accepted
S001_08_003,S001,20260807_223557,8,ㅇ,3,S001/08_ㅇ/S001_08_003.mp4,2026-08-07T22:36:37+09:00,4.067,30.0,1280,720,0,False,accepted
S001_08_004,S001,20260807_223557,8,ㅇ,4,S001/08_ㅇ/S001_08_004.mp4,2026-08-07T22:36:45+09:00,4.067,30.0,1280,720,0,False,accepted
S001_08_005,S001,20260807_223557,8,ㅇ,5,S001/08_ㅇ/S001_08_005.mp4,2026-08-07T22:36:53+09:00,4.067,30.0,1280,720,0,False,accepted
S001_08_006,S001,20260807_223557,8,ㅇ,6,S001/08_ㅇ/S001_08_006.mp4,2026-08-07T22:37:01+09:00,4.067,30.0,1280,720,0,False,accepted
S001_08_007,S001,20260807_223557,8,ㅇ,7,S001/08_ㅇ/S001_08_007.mp4,2026-08-07T22:37:09+09:00,4.067,30.0,1280,720,0,False,accepted
S001_08_008,S001,20260807_223557,8,ㅇ,8,S001/08_ㅇ/S001_08_008.mp4,2026-08-07T22:37:17+09:00,4.067,30.0,1280,720,0,False,accepted
S001_08_009,S001,20260807_223557,8,ㅇ,9,S001/08_ㅇ/S001_08_009.mp4,2026-08-07T22:37:26+09:00,4.067,30.0,1280,720,0,False,accepted
S001_08_010,S001,20260807_223557,8,ㅇ,10,S001/08_ㅇ/S001_08_010.mp4,2026-08-07T22:37:33+09:00,4.067,30.0,1280,720,0,False,accepted
S001_09_001,S001,20260807_223557,9,ㅈ,1,S001/09_ㅈ/S001_09_001.mp4,2026-08-07T22:37:49+09:00,4.067,30.0,1280,720,0,False,accepted
S001_09_002,S001,20260807_223557,9,ㅈ,2,S001/09_ㅈ/S001_09_002.mp4,2026-08-07T22:37:58+09:00,4.067,30.0,1280,720,0,False,accepted
S001_09_003,S001,20260807_223557,9,ㅈ,3,S001/09_ㅈ/S001_09_003.mp4,2026-08-07T22:38:06+09:00,4.067,30.0,1280,720,0,False,accepted
S001_09_004,S001,20260807_223557,9,ㅈ,4,S001/09_ㅈ/S001_09_004.mp4,2026-08-07T22:38:14+09:00,4.067,30.0,1280,720,0,False,accepted
S001_09_005,S001,20260807_223557,9,ㅈ,5,S001/09_ㅈ/S001_09_005.mp4,2026-08-07T22:38:22+09:00,4.067,30.0,1280,720,0,False,accepted
S001_09_006,S001,20260807_223557,9,ㅈ,6,S001/09_ㅈ/S001_09_006.mp4,2026-08-07T22:38:30+09:00,4.067,30.0,1280,720,0,False,accepted
S001_09_007,S001,20260807_223557,9,ㅈ,7,S001/09_ㅈ/S001_09_007.mp4,2026-08-07T22:38:37+09:00,4.067,30.0,1280,720,0,False,accepted
S001_09_008,S001,20260807_223557,9,ㅈ,8,S001/09_ㅈ/S001_09_008.mp4,2026-08-07T22:38:45+09:00,4.067,30.0,1280,720,0,False,accepted
S001_09_009,S001,20260807_223557,9,ㅈ,9,S001/09_ㅈ/S001_09_009.mp4,2026-08-07T22:38:54+09:00,4.067,30.0,1280,720,0,False,accepted
S001_10_001,S001,20260807_223557,10,ㅊ,1,S001/10_ㅊ/S001_10_001.mp4,2026-08-07T22:40:41+09:00,4.033,30.0,1280,720,0,False,accepted
S001_10_002,S001,20260807_223557,10,ㅊ,2,S001/10_ㅊ/S001_10_002.mp4,2026-08-07T22:40:52+09:00,4.067,30.0,1280,720,0,False,accepted
S001_10_003,S001,20260807_223557,10,ㅊ,3,S001/10_ㅊ/S001_10_003.mp4,2026-08-07T22:41:00+09:00,4.067,30.0,1280,720,0,False,accepted
S001_10_004,S001,20260807_223557,10,ㅊ,4,S001/10_ㅊ/S001_10_004.mp4,2026-08-07T22:41:08+09:00,4.033,30.0,1280,720,0,False,accepted
S001_10_005,S001,20260807_223557,10,ㅊ,5,S001/10_ㅊ/S001_10_005.mp4,2026-08-07T22:41:17+09:00,4.067,30.0,1280,720,0,False,accepted
S001_10_006,S001,20260807_223557,10,ㅊ,6,S001/10_ㅊ/S001_10_006.mp4,2026-08-07T22:41:29+09:00,4.067,30.0,1280,720,0,False,accepted
S001_10_007,S001,20260807_223557,10,ㅊ,7,S001/10_ㅊ/S001_10_007.mp4,2026-08-07T22:41:38+09:00,4.067,30.0,1280,720,0,False,accepted
S001_10_008,S001,20260807_223557,10,ㅊ,8,S001/10_ㅊ/S001_10_008.mp4,2026-08-07T22:41:48+09:00,4.067,30.0,1280,720,0,False,accepted
S001_11_001,S001,20260807_223557,11,ㅋ,1,S001/11_ㅋ/S001_11_001.mp4,2026-08-07T22:44:27+09:00,4.033,30.0,1280,720,0,False,accepted
S001_11_002,S001,20260807_223557,11,ㅋ,2,S001/11_ㅋ/S001_11_002.mp4,2026-08-07T22:44:35+09:00,4.067,30.0,1280,720,0,False,accepted
S001_11_003,S001,20260807_223557,11,ㅋ,3,S001/11_ㅋ/S001_11_003.mp4,2026-08-07T22:44:43+09:00,4.067,30.0,1280,720,0,False,accepted
S001_11_004,S001,20260807_223557,11,ㅋ,4,S001/11_ㅋ/S001_11_004.mp4,2026-08-07T22:44:52+09:00,4.067,30.0,1280,720,0,False,accepted
S001_11_005,S001,20260807_223557,11,ㅋ,5,S001/11_ㅋ/S001_11_005.mp4,2026-08-07T22:45:00+09:00,4.067,30.0,1280,720,0,False,accepted
S001_11_006,S001,20260807_223557,11,ㅋ,6,S001/11_ㅋ/S001_11_006.mp4,2026-08-07T22:45:08+09:00,4.067,30.0,1280,720,0,False,accepted
S001_11_007,S001,20260807_223557,11,ㅋ,7,S001/11_ㅋ/S001_11_007.mp4,2026-08-07T22:45:16+09:00,4.067,30.0,1280,720,0,False,accepted
S001_11_008,S001,20260807_223557,11,ㅋ,8,S001/11_ㅋ/S001_11_008.mp4,2026-08-07T22:45:24+09:00,4.067,30.0,1280,720,0,False,accepted
S001_11_009,S001,20260807_223557,11,ㅋ,9,S001/11_ㅋ/S001_11_009.mp4,2026-08-07T22:45:33+09:00,4.067,30.0,1280,720,0,False,accepted
S001_12_001,S001,20260807_225552,12,ㅌ,1,S001/12_ㅌ/S001_12_001.mp4,2026-08-07T22:57:05+09:00,4.033,30.0,1280,720,0,False,accepted
S001_12_002,S001,20260807_225552,12,ㅌ,2,S001/12_ㅌ/S001_12_002.mp4,2026-08-07T22:57:16+09:00,4.067,30.0,1280,720,0,False,accepted
S001_12_003,S001,20260807_225552,12,ㅌ,3,S001/12_ㅌ/S001_12_003.mp4,2026-08-07T22:57:25+09:00,4.067,30.0,1280,720,0,False,accepted
S001_12_004,S001,20260807_225552,12,ㅌ,4,S001/12_ㅌ/S001_12_004.mp4,2026-08-07T22:57:33+09:00,4.033,30.0,1280,720,0,False,accepted
S001_12_005,S001,20260807_225552,12,ㅌ,5,S001/12_ㅌ/S001_12_005.mp4,2026-08-07T22:57:41+09:00,4.067,30.0,1280,720,0,False,accepted
S001_12_006,S001,20260807_225552,12,ㅌ,6,S001/12_ㅌ/S001_12_006.mp4,2026-08-07T22:57:50+09:00,4.067,30.0,1280,720,0,False,accepted
S001_12_007,S001,20260807_225552,12,ㅌ,7,S001/12_ㅌ/S001_12_007.mp4,2026-08-07T22:57:58+09:00,4.067,30.0,1280,720,0,False,accepted
S001_12_008,S001,20260807_225552,12,ㅌ,8,S001/12_ㅌ/S001_12_008.mp4,2026-08-07T22:58:06+09:00,4.067,30.0,1280,720,0,False,accepted
S001_12_009,S001,20260807_225552,12,ㅌ,9,S001/12_ㅌ/S001_12_009.mp4,2026-08-07T22:58:20+09:00,4.033,30.0,1280,720,0,False,accepted
S001_12_010,S001,20260807_225552,12,ㅌ,10,S001/12_ㅌ/S001_12_010.mp4,2026-08-07T22:58:28+09:00,4.067,30.0,1280,720,0,False,accepted
S001_12_011,S001,20260807_225552,12,ㅌ,11,S001/12_ㅌ/S001_12_011.mp4,2026-08-07T22:58:37+09:00,4.067,30.0,1280,720,0,False,accepted
S001_13_002,S001,20260807_225933,13,ㅍ,2,S001/13_ㅍ/S001_13_002.mp4,2026-08-07T23:00:01+09:00,4.067,30.0,1280,720,0,False,accepted
S001_13_003,S001,20260807_225933,13,ㅍ,3,S001/13_ㅍ/S001_13_003.mp4,2026-08-07T23:00:09+09:00,4.067,30.0,1280,720,0,False,accepted
S001_13_004,S001,20260807_225933,13,ㅍ,4,S001/13_ㅍ/S001_13_004.mp4,2026-08-07T23:00:17+09:00,4.067,30.0,1280,720,0,False,accepted
S001_13_005,S001,20260807_225933,13,ㅍ,5,S001/13_ㅍ/S001_13_005.mp4,2026-08-07T23:00:25+09:00,4.067,30.0,1280,720,0,False,accepted
S001_13_006,S001,20260807_225933,13,ㅍ,6,S001/13_ㅍ/S001_13_006.mp4,2026-08-07T23:00:33+09:00,4.067,30.0,1280,720,0,False,accepted
S001_13_007,S001,20260807_225933,13,ㅍ,7,S001/13_ㅍ/S001_13_007.mp4,2026-08-07T23:00:41+09:00,4.067,30.0,1280,720,0,False,accepted
S001_13_008,S001,20260807_225933,13,ㅍ,8,S001/13_ㅍ/S001_13_008.mp4,2026-08-07T23:00:49+09:00,3.967,30.0,1280,720,0,False,accepted
S001_13_009,S001,20260807_225933,13,ㅍ,9,S001/13_ㅍ/S001_13_009.mp4,2026-08-07T23:00:57+09:00,4.067,30.0,1280,720,0,False,accepted
S001_13_010,S001,20260807_225933,13,ㅍ,10,S001/13_ㅍ/S001_13_010.mp4,2026-08-07T23:01:06+09:00,4.067,30.0,1280,720,0,False,accepted
S001_14_001,S001,20260807_225933,14,ㅎ,1,S001/14_ㅎ/S001_14_001.mp4,2026-08-07T23:01:55+09:00,4.033,30.0,1280,720,0,False,accepted
S001_14_002,S001,20260807_225933,14,ㅎ,2,S001/14_ㅎ/S001_14_002.mp4,2026-08-07T23:02:19+09:00,4.033,30.0,1280,720,0,False,accepted
S001_14_003,S001,20260807_225933,14,ㅎ,3,S001/14_ㅎ/S001_14_003.mp4,2026-08-07T23:02:27+09:00,4.067,30.0,1280,720,0,False,accepted
S001_14_004,S001,20260807_225933,14,ㅎ,4,S001/14_ㅎ/S001_14_004.mp4,2026-08-07T23:02:35+09:00,4.067,30.0,1280,720,0,False,accepted
S001_14_005,S001,20260807_225933,14,ㅎ,5,S001/14_ㅎ/S001_14_005.mp4,2026-08-07T23:02:43+09:00,4.067,30.0,1280,720,0,False,accepted
S001_14_006,S001,20260807_225933,14,ㅎ,6,S001/14_ㅎ/S001_14_006.mp4,2026-08-07T23:02:52+09:00,4.067,30.0,1280,720,0,False,accepted
S001_14_007,S001,20260807_225933,14,ㅎ,7,S001/14_ㅎ/S001_14_007.mp4,2026-08-07T23:03:00+09:00,4.067,30.0,1280,720,0,False,accepted
S001_14_008,S001,20260807_225933,14,ㅎ,8,S001/14_ㅎ/S001_14_008.mp4,2026-08-07T23:03:08+09:00,4.033,30.0,1280,720,0,False,accepted
S001_14_009,S001,20260807_225933,14,ㅎ,9,S001/14_ㅎ/S001_14_009.mp4,2026-08-07T23:03:19+09:00,4.067,30.0,1280,720,0,False,accepted
S001_14_010,S001,20260807_225933,14,ㅎ,10,S001/14_ㅎ/S001_14_010.mp4,2026-08-07T23:03:27+09:00,4.067,30.0,1280,720,0,False,accepted
S001_15_001,S001,20260817_164549,15,ㄲ,1,S001/15_ㄲ/S001_15_001.mp4,2026-08-17T16:46:43+09:00,4.033,30.0,1280,720,0,False,accepted
S001_15_002,S001,20260817_164549,15,ㄲ,2,S001/15_ㄲ/S001_15_002.mp4,2026-08-17T16:46:51+09:00,4.067,30.0,1280,720,0,False,accepted
S001_15_003,S001,20260817_164549,15,ㄲ,3,S001/15_ㄲ/S001_15_003.mp4,2026-08-17T16:46:59+09:00,4.067,30.0,1280,720,0,False,accepted
S001_15_004,S001,20260817_164549,15,ㄲ,4,S001/15_ㄲ/S001_15_004.mp4,2026-08-17T16:47:07+09:00,4.067,30.0,1280,720,0,False,accepted
S001_15_005,S001,20260817_164549,15,ㄲ,5,S001/15_ㄲ/S001_15_005.mp4,2026-08-17T16:47:15+09:00,4.067,30.0,1280,720,0,False,accepted
S001_15_006,S001,20260817_164549,15,ㄲ,6,S001/15_ㄲ/S001_15_006.mp4,2026-08-17T16:47:23+09:00,4.067,30.0,1280,720,0,False,accepted
S001_15_007,S001,20260817_164549,15,ㄲ,7,S001/15_ㄲ/S001_15_007.mp4,2026-08-17T16:47:31+09:00,4.067,30.0,1280,720,0,False,accepted
S001_15_008,S001,20260817_164549,15,ㄲ,8,S001/15_ㄲ/S001_15_008.mp4,2026-08-17T16:47:39+09:00,4.067,30.0,1280,720,0,False,accepted
S001_15_009,S001,20260817_164549,15,ㄲ,9,S001/15_ㄲ/S001_15_009.mp4,2026-08-17T16:47:47+09:00,4.067,30.0,1280,720,0,False,accepted
S001_15_010,S001,20260817_164549,15,ㄲ,10,S001/15_ㄲ/S001_15_010.mp4,2026-08-17T16:47:55+09:00,4.067,30.0,1280,720,0,False,accepted
S001_15_011,S001,20260817_164549,15,ㄲ,11,S001/15_ㄲ/S001_15_011.mp4,2026-08-17T16:48:03+09:00,4.067,30.0,1280,720,0,False,accepted
S001_15_012,S001,20260817_164549,15,ㄲ,12,S001/15_ㄲ/S001_15_012.mp4,2026-08-17T16:48:12+09:00,4.067,30.0,1280,720,0,False,accepted
S001_16_001,S001,20260817_164549,16,ㄸ,1,S001/16_ㄸ/S001_16_001.mp4,2026-08-17T16:48:55+09:00,4.033,30.0,1280,720,0,False,accepted
S001_16_002,S001,20260817_164549,16,ㄸ,2,S001/16_ㄸ/S001_16_002.mp4,2026-08-17T16:49:03+09:00,4.067,30.0,1280,720,0,False,accepted
S001_16_003,S001,20260817_164549,16,ㄸ,3,S001/16_ㄸ/S001_16_003.mp4,2026-08-17T16:49:11+09:00,4.067,30.0,1280,720,0,False,accepted
S001_16_004,S001,20260817_164549,16,ㄸ,4,S001/16_ㄸ/S001_16_004.mp4,2026-08-17T16:49:19+09:00,4.067,30.0,1280,720,0,False,accepted
