split,sample_id,signer_id,label,take,frames
train,S001_02_009,S001,ㄴ,9,12
train,S003_20260818_154538_02_003,S003,ㄴ,3,12
train,S002_20260817_225500_02_005,S002,ㄴ,5,12
train,S001_02_002,S001,ㄴ,2,12
train,S001_02_004,S001,ㄴ,4,12
train,S004_20260820_184432_02_001,S004,ㄴ,1,12
train,S001_02_010,S001,ㄴ,10,12
train,S004_20260820_184432_02_006,S004,ㄴ,6,12
train,S001_02_019,S001,ㄴ,19,12
train,S004_20260820_184432_02_009,S004,ㄴ,9,12
train,S002_20260817_225500_02_001,S002,ㄴ,1,12
train,S002_20260817_225500_02_010,S002,ㄴ,10,12
train,S001_02_011,S001,ㄴ,11,12
train,S001_02_013,S001,ㄴ,13,12
train,S004_20260820_184432_02_008,S004,ㄴ,8,12
train,S004_20260820_184432_02_003,S004,ㄴ,3,12
train,S004_20260820_184432_02_007,S004,ㄴ,7,12
train,S004_20260820_184432_02_005,S004,ㄴ,5,12
train,S001_02_006,S001,ㄴ,6,12
train,S003_20260818_154538_02_007,S003,ㄴ,7,12
train,S003_20260818_154538_02_005,S003,ㄴ,5,12
train,S001_02_015,S001,ㄴ,15,12
train,S001_02_014,S001,ㄴ,14,12
train,S004_20260820_184432_02_002,S004,ㄴ,2,12
train,S003_20260818_154538_02_009,S003,ㄴ,9,12
train,S002_20260817_225500_02_008,S002,ㄴ,8,12
train,S003_20260818_154538_02_001,S003,ㄴ,1,12
train,S001_02_005,S001,ㄴ,5,12
train,S003_20260818_154538_02_010,S003,ㄴ,10,12
train,S001_02_012,S001,ㄴ,12,12
train,S003_20260818_154538_02_006,S003,ㄴ,6,10
train,S001_02_016,S001,ㄴ,16,12
train,S001_02_007,S001,ㄴ,7,12
train,S002_20260817_225500_02_002,S002,ㄴ,2,12
train,S003_20260818_154538_02_002,S003,ㄴ,2,11
train,S002_20260817_225500_02_006,S002,ㄴ,6,12
train,S002_20260817_225500_02_004,S002,ㄴ,4,12
train,S002_20260817_225500_02_003,S002,ㄴ,3,12
train,S002_20260817_225500_03_004,S002,ㄷ,4,12
train,S002_20260817_225500_03_002,S002,ㄷ,2,12
train,S003_20260818_154538_03_010,S003,ㄷ,10,12
train,S004_20260820_184432_03_009,S004,ㄷ,9,12
train,S002_20260817_225500_03_006,S002,ㄷ,6,12
train,S002_20260817_225500_03_009,S002,ㄷ,9,12
train,S001_03_005,S001,ㄷ,5,12
train,S003_20260818_154538_03_006,S003,ㄷ,6,12
train,S004_20260820_184432_03_005,S004,ㄷ,5,12
train,S004_20260820_184432_03_003,S004,ㄷ,3,12
train,S001_03_009,S001,ㄷ,9,12
train,S002_20260817_225500_03_010,S002,ㄷ,10,12
train,S001_03_008,S001,ㄷ,8,12
train,S001_03_002,S001,ㄷ,2,12
train,S004_20260820_184432_03_008,S004,ㄷ,8,12
train,S003_20260818_154538_03_008,S003,ㄷ,8,12
train,S004_20260820_184432_03_004,S004,ㄷ,4,12
train,S004_20260820_184432_03_006,S004,ㄷ,6,12
train,S004_20260820_184432_03_007,S004,ㄷ,7,12
train,S003_20260818_154538_03_005,S003,ㄷ,5,12
train,S003_20260818_154538_03_002,S003,ㄷ,2,12
train,S003_20260818_154538_03_001,S003,ㄷ,1,12
train,S001_03_003,S001,ㄷ,3,12
train,S001_03_004,S001,ㄷ,4,12
train,S004_20260820_184432_03_010,S004,ㄷ,10,12
train,S002_20260817_225500_03_007,S002,ㄷ,7,12
train,S002_20260817_225500_03_001,S002,ㄷ,1,12
train,S003_20260818_154538_03_007,S003,ㄷ,7,12
train,S003_20260818_154538_03_009,S003,ㄷ,9,12
train,S004_20260820_184432_03_001,S004,ㄷ,1,12
train,S001_03_006,S001,ㄷ,6,12
train,S003_20260818_154538_03_004,S003,ㄷ,4,12
train,S002_20260817_225500_03_005,S002,ㄷ,5,12
train,S001_03_007,S001,ㄷ,7,12
train,S002_20260817_225500_03_008,S002,ㄷ,8,12
train,S003_20260818_154538_03_003,S003,ㄷ,3,12
train,S004_20260820_184432_04_010,S004,ㄹ,10,12
train,S003_20260818_154538_04_005,S003,ㄹ,5,9
train,S004_20260820_184432_04_008,S004,ㄹ,8,12
train,S003_20260818_154538_04_002,S003,ㄹ,2,12
train,S002_20260817_225500_04_001,S002,ㄹ,1,12
train,S002_20260817_225500_04_009,S002,ㄹ,9,12
train,S003_20260818_154538_04_001,S003,ㄹ,1,12
train,S003_20260818_154538_04_006,S003,ㄹ,6,11
train,S004_20260820_184432_04_009,S004,ㄹ,9,12
train,S003_20260818_154538_04_007,S003,ㄹ,7,12
train,S004_20260820_184432_04_003,S004,ㄹ,3,12
train,S001_04_008,S001,ㄹ,8,12
train,S003_20260818_154538_04_004,S003,ㄹ,4,12
train,S002_20260817_225500_04_002,S002,ㄹ,2,11
train,S002_20260817_225500_04_004,S002,ㄹ,4,12
train,S003_20260818_154538_04_010,S003,ㄹ,10,12
train,S002_20260817_225500_04_007,S002,ㄹ,7,12
train,S002_20260817_225500_04_010,S002,ㄹ,10,12
train,S001_04_006,S001,ㄹ,6,12
train,S001_04_003,S001,ㄹ,3,12
train,S003_20260818_154538_04_008,S003,ㄹ,8,12
train,S001_04_009,S001,ㄹ,9,12
train,S004_20260820_184432_04_001,S004,ㄹ,1,12
train,S004_20260820_184432_04_006,S004,ㄹ,6,12
train,S002_20260817_225500_04_006,S002,ㄹ,6,12
train,S001_04_001,S001,ㄹ,1,12
train,S001_04_010,S001,ㄹ,10,12
train,S002_20260817_225500_04_005,S002,ㄹ,5,12
train,S001_04_005,S001,ㄹ,5,12
train,S002_20260817_225500_04_008,S002,ㄹ,8,12
train,S003_20260818_154538_04_009,S003,ㄹ,9,12
train,S001_04_007,S001,ㄹ,7,12
train,S001_04_002,S001,ㄹ,2,12
train,S004_20260820_184432_04_007,S004,ㄹ,7,12
train,S003_20260818_154538_04_003,S003,ㄹ,3,12
train,S002_20260817_225500_04_003,S002,ㄹ,3,11
train,S004_20260820_184432_04_002,S004,ㄹ,2,12
train,S001_05_011,S001,ㅁ,11,12
train,S002_20260817_225500_05_007,S002,ㅁ,7,12
train,S003_20260818_154538_05_004,S003,ㅁ,4,11
train,S002_20260817_225500_05_002,S002,ㅁ,2,12
train,S001_05_004,S001,ㅁ,4,12
train,S004_20260820_184432_05_001,S004,ㅁ,1,12
train,S003_20260818_154538_05_002,S003,ㅁ,2,11
train,S001_05_008,S001,ㅁ,8,12
train,S004_20260820_184432_05_004,S004,ㅁ,4,12
train,S002_20260817_225500_05_005,S002,ㅁ,5,11
train,S001_05_006,S001,ㅁ,6,7
train,S001_05_003,S001,ㅁ,3,11
train,S001_05_010,S001,ㅁ,10,12
train,S004_20260820_184432_05_010,S004,ㅁ,10,12
train,S001_05_002,S001,ㅁ,2,12
train,S003_20260818_154538_05_005,S003,ㅁ,5,8
train,S003_20260818_154538_05_006,S003,ㅁ,6,7
train,S001_05_005,S001,ㅁ,5,12
train,S004_20260820_184432_05_006,S004,ㅁ,6,12
train,S003_20260818_154538_05_001,S003,ㅁ,1,12
train,S004_20260820_184432_05_005,S004,ㅁ,5,12
train,S003_20260818_154538_05_008,S003,ㅁ,8,9
train,S003_20260818_154538_05_010,S003,ㅁ,10,12
train,S002_20260817_225500_05_009,S002,ㅁ,9,8
train,S002_20260817_225500_05_003,S002,ㅁ,3,12
train,S003_20260818_154538_05_007,S003,ㅁ,7,6
train,S004_20260820_184432_05_007,S004,ㅁ,7,12
train,S002_20260817_225500_05_008,S002,ㅁ,8,12
train,S001_05_007,S001,ㅁ,7,12
train,S004_20260820_184432_05_002,S004,ㅁ,2,12
train,S002_20260817_225500_05_001,S002,ㅁ,1,12
train,S001_05_009,S001,ㅁ,9,11
train,S002_20260817_225500_05_006,S002,ㅁ,6,12
train,S001_05_001,S001,ㅁ,1,12
train,S003_20260818_154538_05_009,S003,ㅁ,9,12
train,S004_20260820_184432_05_009,S004,ㅁ,9,12
train,S004_20260820_184432_05_003,S004,ㅁ,3,12
train,S004_20260820_184432_06_009,S004,ㅂ,9,12
train,S002_20260817_225500_06_002,S002,ㅂ,2,12
train,S004_20260820_184432_06_006,S004,ㅂ,6,12
train,S002_20260817_225500_06_008,S002,ㅂ,8,11
train,S004_20260820_184432_06_003,S004,ㅂ,3,12
train,S002_20260817_225500_06_003,S002,ㅂ,3,11
train,S001_06_007,S001,ㅂ,7,12
train,S001_06_009,S001,ㅂ,9,12
train,S002_20260817_225500_06_005,S002,ㅂ,5,12
train,S001_06_008,S001,ㅂ,8,12
train,S001_06_004,S001,ㅂ,4,12
train,S004_20260820_184432_06_001,S004,ㅂ,1,12
train,S003_20260818_154538_06_005,S003,ㅂ,5,12
train,S001_06_010,S001,ㅂ,10,12
train,S003_20260818_154538_06_002,S003,ㅂ,2,12
train,S003_20260818_154538_06_010,S003,ㅂ,10,8
train,S001_06_003,S001,ㅂ,3,12
train,S003_20260818_154538_06_007,S003,ㅂ,7,12
train,S001_06_005,S001,ㅂ,5,12
train,S002_20260817_225500_06_007,S002,ㅂ,7,12
train,S003_20260818_154538_06_003,S003,ㅂ,3,12
train,S004_20260820_184432_06_007,S004,ㅂ,7,12
train,S003_20260818_154538_06_008,S003,ㅂ,8,12
train,S004_20260820_184432_06_010,S004,ㅂ,10,12
train,S003_20260818_154538_06_009,S003,ㅂ,9,12
train,S001_06_006,S001,ㅂ,6,12
train,S003_20260818_154538_06_006,S003,ㅂ,6,12
train,S003_20260818_154538_06_001,S003,ㅂ,1,10
train,S001_06_001,S001,ㅂ,1,12
train,S002_20260817_225500_06_009,S002,ㅂ,9,11
train,S002_20260817_225500_06_010,S002,ㅂ,10,12
train,S002_20260817_225500_06_001,S002,ㅂ,1,12
train,S002_20260817_225500_06_006,S002,ㅂ,6,12
train,S001_06_002,S001,ㅂ,2,12
train,S003_20260818_154538_06_004,S003,ㅂ,4,8
train,S004_20260820_184432_06_004,S004,ㅂ,4,12
train,S004_20260820_184432_06_002,S004,ㅂ,2,12
train,S002_20260817_225500_07_006,S002,ㅅ,6,6
train,S002_20260817_225500_07_009,S002,ㅅ,9,11
train,S001_07_003,S001,ㅅ,3,11
train,S002_20260817_225500_07_001,S002,ㅅ,1,7
train,S001_07_004,S001,ㅅ,4,12
train,S004_20260820_184432_07_004,S004,ㅅ,4,12
train,S004_20260820_184432_07_009,S004,ㅅ,9,12
train,S001_07_011,S001,ㅅ,11,9
train,S002_20260817_225500_07_010,S002,ㅅ,10,8
train,S001_07_006,S001,ㅅ,6,10
train,S004_20260820_184432_07_001,S004,ㅅ,1,12
train,S002_20260817_225500_07_007,S002,ㅅ,7,11
train,S004_20260820_184432_07_002,S004,ㅅ,2,12
train,S004_20260820_184432_07_005,S004,ㅅ,5,12
train,S004_20260820_184432_07_006,S004,ㅅ,6,12
train,S004_20260820_184432_07_007,S004,ㅅ,7,12
train,S002_20260817_225500_07_003,S002,ㅅ,3,7
train,S003_20260818_154538_07_003,S003,ㅅ,3,8
train,S001_07_010,S001,ㅅ,10,12
train,S002_20260817_225500_07_004,S002,ㅅ,4,12
train,S001_07_009,S001,ㅅ,9,11
train,S001_07_005,S001,ㅅ,5,8
train,S003_20260818_154538_07_001,S003,ㅅ,1,9
train,S002_20260817_225500_07_002,S002,ㅅ,2,8
train,S004_20260820_184432_07_010,S004,ㅅ,10,12
train,S002_20260817_225500_07_008,S002,ㅅ,8,12
train,S003_20260818_154538_07_008,S003,ㅅ,8,6
train,S002_20260817_225500_08_008,S002,ㅇ,8,12
train,S001_08_006,S001,ㅇ,6,12
train,S001_08_005,S001,ㅇ,5,9
train,S004_20260820_184432_08_005,S004,ㅇ,5,12
train,S004_20260820_184432_08_002,S004,ㅇ,2,12
train,S003_20260818_154538_08_010,S003,ㅇ,10,8
train,S004_20260820_184432_08_006,S004,ㅇ,6,12
train,S002_20260817_225500_08_002,S002,ㅇ,2,12
train,S001_08_010,S001,ㅇ,10,12
train,S001_08_008,S001,ㅇ,8,11
train,S004_20260820_184432_08_003,S004,ㅇ,3,12
train,S002_20260817_225500_08_006,S002,ㅇ,6,12
train,S002_20260817_225500_08_001,S002,ㅇ,1,11
train,S003_20260818_154538_08_005,S003,ㅇ,5,12
train,S002_20260817_225500_08_010,S002,ㅇ,10,12
train,S003_20260818_154538_08_002,S003,ㅇ,2,10
train,S001_08_002,S001,ㅇ,2,10
train,S004_20260820_184432_08_004,S004,ㅇ,4,12
train,S002_20260817_225500_08_005,S002,ㅇ,5,12
train,S003_20260818_154538_08_006,S003,ㅇ,6,12
train,S004_20260820_184432_08_009,S004,ㅇ,9,12
train,S002_20260817_225500_08_003,S002,ㅇ,3,12
train,S003_20260818_154538_08_004,S003,ㅇ,4,12
train,S004_20260820_184432_08_007,S004,ㅇ,7,12
train,S003_20260818_154538_08_009,S003,ㅇ,9,11
train,S001_08_003,S001,ㅇ,3,10
train,S001_08_004,S001,ㅇ,4,12
train,S001_08_001,S001,ㅇ,1,10
train,S001_08_007,S001,ㅇ,7,12
train,S004_20260820_184432_08_010,S004,ㅇ,10,12
train,S004_20260820_184432_08_001,S004,ㅇ,1,12
train,S002_20260817_225500_08_007,S002,ㅇ,7,12
train,S002_20260817_225500_08_004,S002,ㅇ,4,12
train,S003_20260818_154538_08_008,S003,ㅇ,8,12
train,S004_20260820_184432_08_008,S004,ㅇ,8,12
train,S003_20260818_154538_08_007,S003,ㅇ,7,10
train,S003_20260818_154538_08_003,S003,ㅇ,3,11
train,S003_20260818_154538_09_008,S003,ㅈ,8,10
train,S001_09_001,S001,ㅈ,1,8
train,S002_20260817_225500_09_007,S002,ㅈ,7,12
train,S004_20260820_190636_09_006,S004,ㅈ,6,12
train,S004_20260820_190636_09_004,S004,ㅈ,4,12
train,S001_09_007,S001,ㅈ,7,8
train,S002_20260817_225500_09_010,S002,ㅈ,10,12
train,S003_20260818_154538_09_010,S003,ㅈ,10,8
train,S004_20260820_190636_09_001,S004,ㅈ,1,12
train,S002_20260817_225500_09_002,S002,ㅈ,2,11
train,S003_20260818_154538_09_011,S003,ㅈ,11,11
train,S003_20260818_154538_09_005,S003,ㅈ,5,6
train,S003_20260818_154538_09_002,S003,ㅈ,2,11
train,S001_09_003,S001,ㅈ,3,12
train,S004_20260820_190636_09_003,S004,ㅈ,3,12
train,S002_20260817_225500_09_005,S002,ㅈ,5,12
train,S002_20260817_225500_09_006,S002,ㅈ,6,12
train,S002_20260817_225500_09_008,S002,ㅈ,8,12
train,S003_20260818_154538_09_004,S003,ㅈ,4,10
train,S003_20260818_154538_09_001,S003,ㅈ,1,10
train,S004_20260820_190636_09_009,S004,ㅈ,9,12
train,S002_20260817_225500_09_001,S002,ㅈ,1,12
train,S001_09_006,S001,ㅈ,6,12
train,S001_09_009,S001,ㅈ,9,9
train,S003_20260818_154538_09_009,S003,ㅈ,9,10
train,S004_20260820_190636_09_005,S004,ㅈ,5,12
train,S004_20260820_190636_09_008,S004,ㅈ,8,12
train,S002_20260817_225500_09_009,S002,ㅈ,9,12
train,S004_20260820_190636_09_002,S004,ㅈ,2,12
train,S001_09_008,S001,ㅈ,8,12
train,S001_09_005,S001,ㅈ,5,6
train,S004_20260820_190636_09_010,S004,ㅈ,10,12
train,S001_09_002,S001,ㅈ,2,6
train,S001_09_004,S001,ㅈ,4,10
train,S003_20260818_154538_10_002,S003,ㅊ,2,10
train,S003_20260818_154538_10_003,S003,ㅊ,3,11
train,S003_20260818_154538_10_007,S003,ㅊ,7,6
train,S003_20260818_154538_10_005,S003,ㅊ,5,11
train,S001_10_004,S001,ㅊ,4,12
train,S003_20260818_154538_10_010,S003,ㅊ,10,11
train,S004_20260820_190636_10_008,S004,ㅊ,8,12
train,S002_20260817_225500_10_007,S002,ㅊ,7,12
train,S002_20260817_225500_10_001,S002,ㅊ,1,12
train,S004_20260820_190636_10_010,S004,ㅊ,10,12
train,S004_20260820_190636_10_007,S004,ㅊ,7,12
train,S003_20260818_154538_10_006,S003,ㅊ,6,10
train,S004_20260820_190636_10_001,S004,ㅊ,1,12
train,S001_10_006,S001,ㅊ,6,12
train,S001_10_001,S001,ㅊ,1,10
train,S004_20260820_190636_10_009,S004,ㅊ,9,12
train,S004_20260820_190636_10_005,S004,ㅊ,5,12
train,S001_10_007,S001,ㅊ,7,10
train,S002_20260817_225500_10_005,S002,ㅊ,5,12
train,S003_20260818_154538_10_004,S003,ㅊ,4,9
train,S002_20260817_225500_10_002,S002,ㅊ,2,12
train,S002_20260817_225500_10_003,S002,ㅊ,3,12
train,S003_20260818_154538_10_008,S003,ㅊ,8,8
train,S004_20260820_190636_10_002,S004,ㅊ,2,12
train,S003_20260818_154538_10_001,S003,ㅊ,1,10
train,S001_10_008,S001,ㅊ,8,12
train,S004_20260820_190636_10_003,S004,ㅊ,3,12
train,S002_20260817_225500_10_008,S002,ㅊ,8,12
train,S001_10_003,S001,ㅊ,3,9
train,S001_10_005,S001,ㅊ,5,10
train,S002_20260817_225500_10_009,S002,ㅊ,9,12
train,S002_20260817_225500_10_004,S002,ㅊ,4,12
train,S002_20260817_225500_10_010,S002,ㅊ,10,12
train,S001_10_002,S001,ㅊ,2,12
train,S002_20260817_225500_11_008,S002,ㅋ,8,12
train,S001_11_004,S001,ㅋ,4,12
train,S004_20260820_190636_11_002,S004,ㅋ,2,12
train,S003_20260818_154538_11_007,S003,ㅋ,7,10
train,S004_20260820_190636_11_003,S004,ㅋ,3,12
train,S003_20260818_154538_11_002,S003,ㅋ,2,12
train,S002_20260817_225500_11_010,S002,ㅋ,10,12
train,S003_20260818_154538_11_006,S003,ㅋ,6,7
train,S002_20260817_225500_11_003,S002,ㅋ,3,12
train,S001_11_008,S001,ㅋ,8,12
train,S003_20260818_154538_11_005,S003,ㅋ,5,9
train,S002_20260817_225500_11_007,S002,ㅋ,7,12
train,S002_20260817_225500_11_009,S002,ㅋ,9,12
train,S003_20260818_154538_11_010,S003,ㅋ,10,7
train,S004_20260820_190636_11_009,S004,ㅋ,9,12
train,S003_20260818_154538_11_008,S003,ㅋ,8,10
train,S002_20260817_225500_11_006,S002,ㅋ,6,12
train,S002_20260817_225500_11_004,S002,ㅋ,4,12
train,S004_20260820_190636_11_010,S004,ㅋ,10,12
train,S003_20260818_154538_11_004,S003,ㅋ,4,12
train,S004_20260820_190636_11_006,S004,ㅋ,6,12
train,S003_20260818_154538_11_009,S003,ㅋ,9,6
train,S001_11_003,S001,ㅋ,3,12
train,S001_11_006,S001,ㅋ,6,12
train,S001_11_002,S001,ㅋ,2,12
train,S001_11_007,S001,ㅋ,7,12
train,S003_20260818_154538_11_003,S003,ㅋ,3,10
train,S001_11_001,S001,ㅋ,1,10
train,S003_20260818_154538_11_001,S003,ㅋ,1,6
train,S002_20260817_225500_11_005,S002,ㅋ,5,12
train,S004_20260820_190636_11_007,S004,ㅋ,7,12
train,S002_20260817_225500_11_002,S002,ㅋ,2,12
train,S004_20260820_190636_11_001,S004,ㅋ,1,12
train,S001_11_005,S001,ㅋ,5,12
train,S004_20260820_190636_11_008,S004,ㅋ,8,12
train,S001_11_009,S001,ㅋ,9,12
train,S003_20260818_154538_12_001,S003,ㅌ,1,12
train,S001_12_007,S001,ㅌ,7,11
train,S002_20260817_225500_12_005,S002,ㅌ,5,12
train,S001_12_009,S001,ㅌ,9,12
train,S003_20260818_154538_12_008,S003,ㅌ,8,7
train,S002_20260817_225500_12_010,S002,ㅌ,10,12
train,S003_20260818_154538_12_004,S003,ㅌ,4,9
train,S001_12_002,S001,ㅌ,2,12
train,S001_12_006,S001,ㅌ,6,11
train,S001_12_005,S001,ㅌ,5,12
train,S004_20260820_190636_12_008,S004,ㅌ,8,12
train,S004_20260820_190636_12_005,S004,ㅌ,5,12
train,S003_20260818_154538_12_010,S003,ㅌ,10,9
train,S003_20260818_154538_12_009,S003,ㅌ,9,12
train,S002_20260817_225500_12_001,S002,ㅌ,1,12
train,S001_12_004,S001,ㅌ,4,12
train,S004_20260820_190636_12_001,S004,ㅌ,1,12
train,S002_20260817_225500_12_008,S002,ㅌ,8,12
train,S001_12_003,S001,ㅌ,3,12
train,S004_20260820_190636_12_002,S004,ㅌ,2,12
train,S001_12_008,S001,ㅌ,8,11
train,S002_20260817_225500_12_006,S002,ㅌ,6,12
train,S002_20260817_225500_12_004,S002,ㅌ,4,12
train,S002_20260817_225500_12_007,S002,ㅌ,7,12
train,S002_20260817_225500_12_009,S002,ㅌ,9,12
train,S004_20260820_190636_12_006,S004,ㅌ,6,12
train,S002_20260817_225500_12_002,S002,ㅌ,2,12
train,S001_12_001,S001,ㅌ,1,12
train,S001_12_010,S001,ㅌ,10,12
train,S004_20260820_190636_12_003,S004,ㅌ,3,12
train,S003_20260818_154538_12_003,S003,ㅌ,3,11
train,S001_12_011,S001,ㅌ,11,12
train,S002_20260817_225500_12_003,S002,ㅌ,3,12
train,S003_20260818_154538_12_007,S003,ㅌ,7,10
train,S004_20260820_190636_12_009,S004,ㅌ,9,12
train,S003_20260818_154538_12_006,S003,ㅌ,6,11
train,S003_20260818_154538_12_002,S003,ㅌ,2,12
train,S004_20260820_190636_12_004,S004,ㅌ,4,12
train,S002_20260817_225500_13_008,S002,ㅍ,8,12
train,S002_20260817_225500_13_006,S002,ㅍ,6,12
train,S002_20260817_225500_13_009,S002,ㅍ,9,12
train,S004_20260820_190636_13_001,S004,ㅍ,1,12
train,S004_20260820_190636_13_010,S004,ㅍ,10,12
train,S003_20260818_154538_13_003,S003,ㅍ,3,12
train,S001_13_008,S001,ㅍ,8,12
train,S002_20260817_225500_13_007,S002,ㅍ,7,12
train,S001_13_005,S001,ㅍ,5,12
train,S004_20260820_190636_13_009,S004,ㅍ,9,12
train,S002_20260817_225500_13_001,S002,ㅍ,1,12
train,S002_20260817_225500_13_002,S002,ㅍ,2,12
train,S004_20260820_190636_13_002,S004,ㅍ,2,12
train,S002_20260817_225500_13_004,S002,ㅍ,4,12
train,S003_20260818_154538_13_007,S003,ㅍ,7,10
train,S002_20260817_225500_13_005,S002,ㅍ,5,12
train,S003_20260818_154538_13_010,S003,ㅍ,10,6
train,S004_20260820_190636_13_003,S004,ㅍ,3,12
train,S001_13_004,S001,ㅍ,4,12
train,S003_20260818_154538_13_004,S003,ㅍ,4,11
train,S001_13_006,S001,ㅍ,6,12
train,S001_13_002,S001,ㅍ,2,12
train,S002_20260817_225500_13_010,S002,ㅍ,10,12
train,S004_20260820_190636_13_008,S004,ㅍ,8,12
train,S004_20260820_190636_13_005,S004,ㅍ,5,12
train,S003_20260818_154538_13_002,S003,ㅍ,2,10
train,S002_20260817_225500_13_003,S002,ㅍ,3,12
train,S003_20260818_154538_13_008,S003,ㅍ,8,12
train,S001_13_003,S001,ㅍ,3,12
train,S003_20260818_154538_13_001,S003,ㅍ,1,12
train,S004_20260820_190636_13_006,S004,ㅍ,6,12
train,S004_20260820_190636_13_007,S004,ㅍ,7,12
train,S003_20260818_154538_13_009,S003,ㅍ,9,9
train,S001_13_007,S001,ㅍ,7,12
train,S003_20260818_154538_13_005,S003,ㅍ,5,8
train,S003_20260818_154538_14_004,S003,ㅎ,4,10
train,S002_20260817_225500_14_001,S002,ㅎ,1,11
train,S004_20260820_190636_14_003,S004,ㅎ,3,12
train,S004_20260820_190636_14_001,S004,ㅎ,1,12
train,S004_20260820_190636_14_008,S004,ㅎ,8,12
train,S004_20260820_190636_14_010,S004,ㅎ,10,12
train,S001_14_007,S001,ㅎ,7,12
train,S003_20260818_154538_14_003,S003,ㅎ,3,7
train,S002_20260817_225500_14_008,S002,ㅎ,8,12
train,S001_14_005,S001,ㅎ,5,12
train,S003_20260818_154538_14_009,S003,ㅎ,9,11
train,S004_20260820_190636_14_004,S004,ㅎ,4,12
train,S003_20260818_154538_14_008,S003,ㅎ,8,8
train,S002_20260817_225500_14_009,S002,ㅎ,9,11
train,S004_20260820_190636_14_009,S004,ㅎ,9,12
train,S001_14_001,S001,ㅎ,1,12
train,S002_20260817_225500_14_005,S002,ㅎ,5,12
train,S004_20260820_190636_14_007,S004,ㅎ,7,12
train,S002_20260817_225500_14_003,S002,ㅎ,3,12
train,S002_20260817_225500_14_010,S002,ㅎ,10,12
train,S001_14_010,S001,ㅎ,10,12
train,S002_20260817_225500_14_002,S002,ㅎ,2,11
train,S004_20260820_190636_14_006,S004,ㅎ,6,12
train,S001_14_008,S001,ㅎ,8,11
train,S001_14_004,S001,ㅎ,4,8
train,S002_20260817_225500_14_006,S002,ㅎ,6,12
train,S002_20260817_225500_14_004,S002,ㅎ,4,11
train,S003_20260818_154538_14_002,S003,ㅎ,2,11
train,S001_14_003,S001,ㅎ,3,12
train,S003_20260818_154538_14_005,S003,ㅎ,5,11
train,S002_20260817_225500_14_007,S002,ㅎ,7,12
train,S001_14_006,S001,ㅎ,6,9
train,S003_20260818_154538_14_007,S003,ㅎ,7,10
train,S003_20260818_154538_14_010,S003,ㅎ,10,7
train,S001_14_009,S001,ㅎ,9,12
train,S004_20260820_190636_14_005,S004,ㅎ,5,12
train,S004_20260820_190636_14_002,S004,ㅎ,2,12
train,S004_20260820_190636_20_003,S004,ㅏ,3,12
train,S002_20260817_225500_20_002,S002,ㅏ,2,12
train,S003_20260818_154538_20_015,S003,ㅏ,15,12
train,S001_20_011,S001,ㅏ,11,12
train,S002_20260817_225500_20_008,S002,ㅏ,8,12
train,S001_20_002,S001,ㅏ,2,12
train,S002_20260817_225500_20_009,S002,ㅏ,9,12
train,S002_20260817_225500_20_010,S002,ㅏ,10,12
train,S004_20260820_190636_20_010,S004,ㅏ,10,12
