sample_id,label,file_path,video_frames,video_fps,sampled_frames,detected_frames,detection_rate,result,message
S001_05_004,ㅁ,S001/05_ㅁ/S001_05_004.mp4,120,30.0,12,12,1.0,ok,
S001_05_005,ㅁ,S001/05_ㅁ/S001_05_005.mp4,122,30.0,12,12,1.0,ok,
S001_05_006,ㅁ,S001/05_ㅁ/S001_05_006.mp4,122,30.0,12,7,0.5833,review,detection_rate_below_0.8
S001_05_007,ㅁ,S001/05_ㅁ/S001_05_007.mp4,122,30.0,12,12,1.0,ok,
S001_05_008,ㅁ,S001/05_ㅁ/S001_05_008.mp4,121,30.0,12,12,1.0,ok,
S001_05_009,ㅁ,S001/05_ㅁ/S001_05_009.mp4,122,30.0,12,11,0.9167,ok,
S001_05_010,ㅁ,S001/05_ㅁ/S001_05_010.mp4,122,30.0,12,12,1.0,ok,
S001_05_011,ㅁ,S001/05_ㅁ/S001_05_011.mp4,121,30.0,12,12,1.0,ok,
S001_06_001,ㅂ,S001/06_ㅂ/S001_06_001.mp4,122,30.0,12,12,1.0,ok,
S001_06_002,ㅂ,S001/06_ㅂ/S001_06_002.mp4,122,30.0,12,12,1.0,ok,
S001_06_003,ㅂ,S001/06_ㅂ/S001_06_003.mp4,122,30.0,12,12,1.0,ok,
S001_06_004,ㅂ,S001/06_ㅂ/S001_06_004.mp4,122,30.0,12,12,1.0,ok,
S001_06_005,ㅂ,S001/06_ㅂ/S001_06_005.mp4,122,30.0,12,12,1.0,ok,
S001_06_006,ㅂ,S001/06_ㅂ/S001_06_006.mp4,122,30.0,12,12,1.0,ok,
S001_06_007,ㅂ,S001/06_ㅂ/S001_06_007.mp4,122,30.0,12,12,1.0,ok,
S001_06_008,ㅂ,S001/06_ㅂ/S001_06_008.mp4,122,30.0,12,12,1.0,ok,
S001_06_009,ㅂ,S001/06_ㅂ/S001_06_009.mp4,122,30.0,12,12,1.0,ok,
S001_06_010,ㅂ,S001/06_ㅂ/S001_06_010.mp4,122,30.0,12,12,1.0,ok,
S001_07_003,ㅅ,S001/07_ㅅ/S001_07_003.mp4,122,30.0,12,11,0.9167,ok,
S001_07_004,ㅅ,S001/07_ㅅ/S001_07_004.mp4,122,30.0,12,12,1.0,ok,
S001_07_005,ㅅ,S001/07_ㅅ/S001_07_005.mp4,122,30.0,12,8,0.6667,review,detection_rate_below_0.8
S001_07_006,ㅅ,S001/07_ㅅ/S001_07_006.mp4,122,30.0,12,10,0.8333,ok,
S001_07_007,ㅅ,S001/07_ㅅ/S001_07_007.mp4,122,30.0,12,2,0.1667,review,detection_rate_below_0.8
S001_07_008,ㅅ,S001/07_ㅅ/S001_07_008.mp4,122,30.0,12,4,0.3333,review,detection_rate_below_0.8
S001_07_009,ㅅ,S001/07_ㅅ/S001_07_009.mp4,122,30.0,12,11,0.9167,ok,
S001_07_010,ㅅ,S001/07_ㅅ/S001_07_010.mp4,122,30.0,12,12,1.0,ok,
S001_07_011,ㅅ,S001/07_ㅅ/S001_07_011.mp4,122,30.0,12,9,0.75,review,detection_rate_below_0.8
S001_08_001,ㅇ,S001/08_ㅇ/S001_08_001.mp4,121,30.0,12,10,0.8333,ok,
S001_08_002,ㅇ,S001/08_ㅇ/S001_08_002.mp4,122,30.0,12,10,0.8333,ok,
S001_08_003,ㅇ,S001/08_ㅇ/S001_08_003.mp4,122,30.0,12,10,0.8333,ok,
S001_08_004,ㅇ,S001/08_ㅇ/S001_08_004.mp4,122,30.0,12,12,1.0,ok,
S001_08_005,ㅇ,S001/08_ㅇ/S001_08_005.mp4,122,30.0,12,9,0.75,review,detection_rate_below_0.8
S001_08_006,ㅇ,S001/08_ㅇ/S001_08_006.mp4,122,30.0,12,12,1.0,ok,
S001_08_007,ㅇ,S001/08_ㅇ/S001_08_007.mp4,122,30.0,12,12,1.0,ok,
S001_08_008,ㅇ,S001/08_ㅇ/S001_08_008.mp4,122,30.0,12,11,0.9167,ok,
S001_08_009,ㅇ,S001/08_ㅇ/S001_08_009.mp4,122,30.0,12,12,1.0,ok,
S001_08_010,ㅇ,S001/08_ㅇ/S001_08_010.mp4,122,30.0,12,12,1.0,ok,
S001_09_001,ㅈ,S001/09_ㅈ/S001_09_001.mp4,122,30.0,12,8,0.6667,review,detection_rate_below_0.8
S001_09_002,ㅈ,S001/09_ㅈ/S001_09_002.mp4,122,30.0,12,6,0.5,review,detection_rate_below_0.8
S001_09_003,ㅈ,S001/09_ㅈ/S001_09_003.mp4,122,30.0,12,12,1.0,ok,
S001_09_004,ㅈ,S001/09_ㅈ/S001_09_004.mp4,122,30.0,12,10,0.8333,ok,
S001_09_005,ㅈ,S001/09_ㅈ/S001_09_005.mp4,122,30.0,12,6,0.5,review,detection_rate_below_0.8
S001_09_006,ㅈ,S001/09_ㅈ/S001_09_006.mp4,122,30.0,12,12,1.0,ok,
S001_09_007,ㅈ,S001/09_ㅈ/S001_09_007.mp4,122,30.0,12,8,0.6667,review,detection_rate_below_0.8
S001_09_008,ㅈ,S001/09_ㅈ/S001_09_008.mp4,122,30.0,12,12,1.0,ok,
S001_09_009,ㅈ,S001/09_ㅈ/S001_09_009.mp4,122,30.0,12,9,0.75,review,detection_rate_below_0.8
S001_10_001,ㅊ,S001/10_ㅊ/S001_10_001.mp4,121,30.0,12,10,0.8333,ok,
S001_10_002,ㅊ,S001/10_ㅊ/S001_10_002.mp4,122,30.0,12,12,1.0,ok,
S001_10_003,ㅊ,S001/10_ㅊ/S001_10_003.mp4,122,30.0,12,9,0.75,review,detection_rate_below_0.8
S001_10_004,ㅊ,S001/10_ㅊ/S001_10_004.mp4,121,30.0,12,12,1.0,ok,
S001_10_005,ㅊ,S001/10_ㅊ/S001_10_005.mp4,122,30.0,12,10,0.8333,ok,
S001_10_006,ㅊ,S001/10_ㅊ/S001_10_006.mp4,122,30.0,12,12,1.0,ok,
S001_10_007,ㅊ,S001/10_ㅊ/S001_10_007.mp4,122,30.0,12,10,0.8333,ok,
S001_10_008,ㅊ,S001/10_ㅊ/S001_10_008.mp4,122,30.0,12,12,1.0,ok,
S001_11_001,ㅋ,S001/11_ㅋ/S001_11_001.mp4,121,30.0,12,10,0.8333,ok,
S001_11_002,ㅋ,S001/11_ㅋ/S001_11_002.mp4,122,30.0,12,12,1.0,ok,
S001_11_003,ㅋ,S001/11_ㅋ/S001_11_003.mp4,122,30.0,12,12,1.0,ok,
S001_11_004,ㅋ,S001/11_ㅋ/S001_11_004.mp4,122,30.0,12,12,1.0,ok,
S001_11_005,ㅋ,S001/11_ㅋ/S001_11_005.mp4,122,30.0,12,12,1.0,ok,
S001_11_006,ㅋ,S001/11_ㅋ/S001_11_006.mp4,122,30.0,12,12,1.0,ok,
S001_11_007,ㅋ,S001/11_ㅋ/S001_11_007.mp4,122,30.0,12,12,1.0,ok,
S001_11_008,ㅋ,S001/11_ㅋ/S001_11_008.mp4,122,30.0,12,12,1.0,ok,
S001_11_009,ㅋ,S001/11_ㅋ/S001_11_009.mp4,122,30.0,12,12,1.0,ok,
S001_12_001,ㅌ,S001/12_ㅌ/S001_12_001.mp4,121,30.0,12,12,1.0,ok,
S001_12_002,ㅌ,S001/12_ㅌ/S001_12_002.mp4,122,30.0,12,12,1.0,ok,
S001_12_003,ㅌ,S001/12_ㅌ/S001_12_003.mp4,122,30.0,12,12,1.0,ok,
S001_12_004,ㅌ,S001/12_ㅌ/S001_12_004.mp4,121,30.0,12,12,1.0,ok,
S001_12_005,ㅌ,S001/12_ㅌ/S001_12_005.mp4,122,30.0,12,12,1.0,ok,
S001_12_006,ㅌ,S001/12_ㅌ/S001_12_006.mp4,122,30.0,12,11,0.9167,ok,
S001_12_007,ㅌ,S001/12_ㅌ/S001_12_007.mp4,122,30.0,12,11,0.9167,ok,
S001_12_008,ㅌ,S001/12_ㅌ/S001_12_008.mp4,122,30.0,12,11,0.9167,ok,
S001_12_009,ㅌ,S001/12_ㅌ/S001_12_009.mp4,121,30.0,12,12,1.0,ok,
S001_12_010,ㅌ,S001/12_ㅌ/S001_12_010.mp4,122,30.0,12,12,1.0,ok,
S001_12_011,ㅌ,S001/12_ㅌ/S001_12_011.mp4,122,30.0,12,12,1.0,ok,
S001_13_002,ㅍ,S001/13_ㅍ/S001_13_002.mp4,122,30.0,12,12,1.0,ok,
S001_13_003,ㅍ,S001/13_ㅍ/S001_13_003.mp4,122,30.0,12,12,1.0,ok,
S001_13_004,ㅍ,S001/13_ㅍ/S001_13_004.mp4,122,30.0,12,12,1.0,ok,
S001_13_005,ㅍ,S001/13_ㅍ/S001_13_005.mp4,122,30.0,12,12,1.0,ok,
S001_13_006,ㅍ,S001/13_ㅍ/S001_13_006.mp4,122,30.0,12,12,1.0,ok,
S001_13_007,ㅍ,S001/13_ㅍ/S001_13_007.mp4,122,30.0,12,12,1.0,ok,
S001_13_008,ㅍ,S001/13_ㅍ/S001_13_008.mp4,119,30.0,12,12,1.0,ok,
S001_13_009,ㅍ,S001/13_ㅍ/S001_13_009.mp4,122,30.0,12,12,1.0,ok,
S001_13_010,ㅍ,S001/13_ㅍ/S001_13_010.mp4,122,30.0,12,12,1.0,ok,
S001_14_001,ㅎ,S001/14_ㅎ/S001_14_001.mp4,121,30.0,12,12,1.0,ok,
S001_14_002,ㅎ,S001/14_ㅎ/S001_14_002.mp4,121,30.0,12,11,0.9167,ok,
S001_14_003,ㅎ,S001/14_ㅎ/S001_14_003.mp4,122,30.0,12,12,1.0,ok,
S001_14_004,ㅎ,S001/14_ㅎ/S001_14_004.mp4,122,30.0,12,8,0.6667,review,detection_rate_below_0.8
S001_14_005,ㅎ,S001/14_ㅎ/S001_14_005.mp4,122,30.0,12,12,1.0,ok,
S001_14_006,ㅎ,S001/14_ㅎ/S001_14_006.mp4,122,30.0,12,9,0.75,review,detection_rate_below_0.8
S001_14_007,ㅎ,S001/14_ㅎ/S001_14_007.mp4,122,30.0,12,12,1.0,ok,
S001_14_008,ㅎ,S001/14_ㅎ/S001_14_008.mp4,121,30.0,12,11,0.9167,ok,
S001_14_009,ㅎ,S001/14_ㅎ/S001_14_009.mp4,122,30.0,12,12,1.0,ok,
S001_14_010,ㅎ,S001/14_ㅎ/S001_14_010.mp4,122,30.0,12,12,1.0,ok,
S001_20_002,ㅏ,S001/20_ㅏ/S001_20_002.mp4,122,30.0,12,12,1.0,ok,
S001_20_003,ㅏ,S001/20_ㅏ/S001_20_003.mp4,122,30.0,12,12,1.0,ok,
S001_20_004,ㅏ,S001/20_ㅏ/S001_20_004.mp4,122,30.0,12,12,1.0,ok,
S001_20_005,ㅏ,S001/20_ㅏ/S001_20_005.mp4,122,30.0,12,12,1.0,ok,
S001_20_006,ㅏ,S001/20_ㅏ/S001_20_006.mp4,122,30.0,12,12,1.0,ok,
S001_20_007,ㅏ,S001/20_ㅏ/S001_20_007.mp4,122,30.0,12,12,1.0,ok,
S001_20_008,ㅏ,S001/20_ㅏ/S001_20_008.mp4,122,30.0,12,12,1.0,ok,
S001_20_009,ㅏ,S001/20_ㅏ/S001_20_009.mp4,122,30.0,12,12,1.0,ok,
S001_20_010,ㅏ,S001/20_ㅏ/S001_20_010.mp4,122,30.0,12,12,1.0,ok,
S001_20_011,ㅏ,S001/20_ㅏ/S001_20_011.mp4,122,30.0,12,12,1.0,ok,
S001_21_001,ㅑ,S001/21_ㅑ/S001_21_001.mp4,121,30.0,12,12,1.0,ok,
S001_21_002,ㅑ,S001/21_ㅑ/S001_21_002.mp4,122,30.0,12,12,1.0,ok,
S001_21_003,ㅑ,S001/21_ㅑ/S001_21_003.mp4,122,30.0,12,12,1.0,ok,
S001_21_004,ㅑ,S001/21_ㅑ/S001_21_004.mp4,122,30.0,12,12,1.0,ok,
S001_21_005,ㅑ,S001/21_ㅑ/S001_21_005.mp4,122,30.0,12,12,1.0,ok,
S001_21_006,ㅑ,S001/21_ㅑ/S001_21_006.mp4,122,30.0,12,12,1.0,ok,
S001_21_007,ㅑ,S001/21_ㅑ/S001_21_007.mp4,122,30.0,12,12,1.0,ok,
S001_21_008,ㅑ,S001/21_ㅑ/S001_21_008.mp4,122,30.0,12,12,1.0,ok,
S001_21_009,ㅑ,S001/21_ㅑ/S001_21_009.mp4,122,30.0,12,12,1.0,ok,
S001_21_010,ㅑ,S001/21_ㅑ/S001_21_010.mp4,122,30.0,12,12,1.0,ok,
S001_21_011,ㅑ,S001/21_ㅑ/S001_21_011.mp4,122,30.0,12,12,1.0,ok,
S001_22_001,ㅓ,S001/22_ㅓ/S001_22_001.mp4,122,30.0,12,12,1.0,ok,
S001_22_002,ㅓ,S001/22_ㅓ/S001_22_002.mp4,122,30.0,12,12,1.0,ok,
S001_22_003,ㅓ,S001/22_ㅓ/S001_22_003.mp4,122,30.0,12,12,1.0,ok,
S001_22_004,ㅓ,S001/22_ㅓ/S001_22_004.mp4,122,30.0,12,12,1.0,ok,
S001_22_005,ㅓ,S001/22_ㅓ/S001_22_005.mp4,122,30.0,12,12,1.0,ok,
S001_22_006,ㅓ,S001/22_ㅓ/S001_22_006.mp4,122,30.0,12,12,1.0,ok,
S001_22_007,ㅓ,S001/22_ㅓ/S001_22_007.mp4,122,30.0,12,12,1.0,ok,
S001_22_008,ㅓ,S001/22_ㅓ/S001_22_008.mp4,122,30.0,12,12,1.0,ok,
S001_22_009,ㅓ,S001/22_ㅓ/S001_22_009.mp4,122,30.0,12,12,1.0,ok,
S001_22_010,ㅓ,S001/22_ㅓ/S001_22_010.mp4,122,30.0,12,12,1.0,ok,
S001_23_001,ㅕ,S001/23_ㅕ/S001_23_001.mp4,122,30.0,12,12,1.0,ok,
S001_23_002,ㅕ,S001/23_ㅕ/S001_23_002.mp4,122,30.0,12,12,1.0,ok,
S001_23_003,ㅕ,S001/23_ㅕ/S001_23_003.mp4,122,30.0,12,12,1.0,ok,
S001_23_004,ㅕ,S001/23_ㅕ/S001_23_004.mp4,122,30.0,12,12,1.0,ok,
S001_23_005,ㅕ,S001/23_ㅕ/S001_23_005.mp4,122,30.0,12,12,1.0,ok,
S001_23_006,ㅕ,S001/23_ㅕ/S001_23_006.mp4,122,30.0,12,12,1.0,ok,
S001_23_007,ㅕ,S001/23_ㅕ/S001_23_007.mp4,122,30.0,12,12,1.0,ok,
S001_23_008,ㅕ,S001/23_ㅕ/S001_23_008.mp4,122,30.0,12,12,1.0,ok,
S001_23_009,ㅕ,S001/23_ㅕ/S001_23_009.mp4,122,30.0,12,12,1.0,ok,
S001_23_010,ㅕ,S001/23_ㅕ/S001_23_010.mp4,122,30.0,12,12,1.0,ok,
S001_23_011,ㅕ,S001/23_ㅕ/S001_23_011.mp4,122,30.0,12,12,1.0,ok,
S001_24_002,ㅗ,S001/24_ㅗ/S001_24_002.mp4,122,30.0,12,12,1.0,ok,
S001_24_003,ㅗ,S001/24_ㅗ/S001_24_003.mp4,122,30.0,12,12,1.0,ok,
S001_24_004,ㅗ,S001/24_ㅗ/S001_24_004.mp4,122,30.0,12,12,1.0,ok,
S001_24_005,ㅗ,S001/24_ㅗ/S001_24_005.mp4,122,30.0,12,12,1.0,ok,
S001_24_006,ㅗ,S001/24_ㅗ/S001_24_006.mp4,122,30.0,12,12,1.0,ok,
S001_24_007,ㅗ,S001/24_ㅗ/S001_24_007.mp4,122,30.0,12,12,1.0,ok,
S001_24_008,ㅗ,S001/24_ㅗ/S001_24_008.mp4,122,30.0,12,12,1.0,ok,
S001_24_009,ㅗ,S001/24_ㅗ/S001_24_009.mp4,122,30.0,12,12,1.0,ok,
S001_24_010,ㅗ,S001/24_ㅗ/S001_24_010.mp4,122,30.0,12,12,1.0,ok,
S001_24_011,ㅗ,S001/24_ㅗ/S001_24_011.mp4,122,30.0,12,12,1.0,ok,
S001_25_001,ㅛ,S001/25_ㅛ/S001_25_001.mp4,122,30.0,12,12,1.0,ok,
S001_25_002,ㅛ,S001/25_ㅛ/S001_25_002.mp4,122,30.0,12,12,1.0,ok,
S001_25_003,ㅛ,S001/25_ㅛ/S001_25_003.mp4,122,30.0,12,12,1.0,ok,
S001_25_004,ㅛ,S001/25_ㅛ/S001_25_004.mp4,122,30.0,12,12,1.0,ok,
S001_25_005,ㅛ,S001/25_ㅛ/S001_25_005.mp4,122,30.0,12,12,1.0,ok,
S001_25_006,ㅛ,S001/25_ㅛ/S001_25_006.mp4,122,30.0,12,12,1.0,ok,
S001_25_007,ㅛ,S001/25_ㅛ/S001_25_007.mp4,122,30.0,12,12,1.0,ok,
S001_25_008,ㅛ,S001/25_ㅛ/S001_25_008.mp4,122,30.0,12,12,1.0,ok,
S001_25_009,ㅛ,S001/25_ㅛ/S001_25_009.mp4,122,30.0,12,12,1.0,ok,
S001_25_010,ㅛ,S001/25_ㅛ/S001_25_010.mp4,122,30.0,12,12,1.0,ok,
S001_26_001,ㅜ,S001/26_ㅜ/S001_26_001.mp4,122,30.0,12,12,1.0,ok,
S001_26_002,ㅜ,S001/26_ㅜ/S001_26_002.mp4,122,30.0,12,12,1.0,ok,
S001_26_003,ㅜ,S001/26_ㅜ/S001_26_003.mp4,122,30.0,12,12,1.0,ok,
S001_26_004,ㅜ,S001/26_ㅜ/S001_26_004.mp4,122,30.0,12,12,1.0,ok,
S001_26_005,ㅜ,S001/26_ㅜ/S001_26_005.mp4,122,30.0,12,12,1.0,ok,
S001_26_006,ㅜ,S001/26_ㅜ/S001_26_006.mp4,122,30.0,12,12,1.0,ok,
S001_26_007,ㅜ,S001/26_ㅜ/S001_26_007.mp4,122,30.0,12,12,1.0,ok,
S001_26_009,ㅜ,S001/26_ㅜ/S001_26_009.mp4,122,30.0,12,10,0.8333,ok,
S001_26_010,ㅜ,S001/26_ㅜ/S001_26_010.mp4,122,30.0,12,12,1.0,ok,
S001_26_011,ㅜ,S001/26_ㅜ/S001_26_011.mp4,122,30.0,12,11,0.9167,ok,
S001_27_001,ㅠ,S001/27_ㅠ/S001_27_001.mp4,122,30.0,12,12,1.0,ok,
S001_27_002,ㅠ,S001/27_ㅠ/S001_27_002.mp4,122,30.0,12,12,1.0,ok,
S001_27_003,ㅠ,S001/27_ㅠ/S001_27_003.mp4,122,30.0,12,12,1.0,ok,
S001_27_004,ㅠ,S001/27_ㅠ/S001_27_004.mp4,122,30.0,12,12,1.0,ok,
S001_27_005,ㅠ,S001/27_ㅠ/S001_27_005.mp4,122,30.0,12,12,1.0,ok,
S001_27_006,ㅠ,S001/27_ㅠ/S001_27_006.mp4,122,30.0,12,12,1.0,ok,
S001_27_007,ㅠ,S001/27_ㅠ/S001_27_007.mp4,122,30.0,12,12,1.0,ok,
S001_27_008,ㅠ,S001/27_ㅠ/S001_27_008.mp4,122,30.0,12,12,1.0,ok,
S001_27_009,ㅠ,S001/27_ㅠ/S001_27_009.mp4,122,30.0,12,12,1.0,ok,
S001_27_010,ㅠ,S001/27_ㅠ/S001_27_010.mp4,122,30.0,12,12,1.0,ok,
S001_27_011,ㅠ,S001/27_ㅠ/S001_27_011.mp4,122,30.0,12,12,1.0,ok,
S001_28_001,ㅡ,S001/28_ㅡ/S001_28_001.mp4,121,30.0,12,12,1.0,ok,
S001_28_002,ㅡ,S001/28_ㅡ/S001_28_002.mp4,122,30.0,12,12,1.0,ok,
S001_28_003,ㅡ,S001/28_ㅡ/S001_28_003.mp4,122,30.0,12,12,1.0,ok,
S001_28_004,ㅡ,S001/28_ㅡ/S001_28_004.mp4,122,30.0,12,12,1.0,ok,
S001_28_005,ㅡ,S001/28_ㅡ/S001_28_005.mp4,122,30.0,12,12,1.0,ok,
S001_28_006,ㅡ,S001/28_ㅡ/S001_28_006.mp4,122,30.0,12,12,1.0,ok,
S001_28_007,ㅡ,S001/28_ㅡ/S001_28_007.mp4,122,30.0,12,12,1.0,ok,
S001_28_008,ㅡ,S001/28_ㅡ/S001_28_008.mp4,122,30.0,12,12,1.0,ok,
S001_28_009,ㅡ,S001/28_ㅡ/S001_28_009.mp4,122,30.0,12,12,1.0,ok,
S001_28_010,ㅡ,S001/28_ㅡ/S001_28_010.mp4,122,30.0,12,12,1.0,ok,
S001_29_001,ㅣ,S001/29_ㅣ/S001_29_001.mp4,122,30.0,12,12,1.0,ok,
S001_29_002,ㅣ,S001/29_ㅣ/S001_29_002.mp4,122,30.0,12,12,1.0,ok,
S001_29_003,ㅣ,S001/29_ㅣ/S001_29_003.mp4,122,30.0,12,12,1.0,ok,
S001_29_004,ㅣ,S001/29_ㅣ/S001_29_004.mp4,122,30.0,12,12,1.0,ok,
S001_29_005,ㅣ,S001/29_ㅣ/S001_29_005.mp4,122,30.0,12,12,1.0,ok,
S001_29_006,ㅣ,S001/29_ㅣ/S001_29_006.mp4,122,30.0,12,12,1.0,ok,
S001_29_007,ㅣ,S001/29_ㅣ/S001_29_007.mp4,122,30.0,12,12,1.0,ok,
S001_29_008,ㅣ,S001/29_ㅣ/S001_29_008.mp4,122,30.0,12,12,1.0,ok,
S001_29_009,ㅣ,S001/29_ㅣ/S001_29_009.mp4,122,30.0,12,12,1.0,ok,
S001_29_010,ㅣ,S001/29_ㅣ/S001_29_010.mp4,122,30.0,12,12,1.0,ok,
S001_29_011,ㅣ,S001/29_ㅣ/S001_29_011.mp4,122,30.0,12,12,1.0,ok,
S001_30_001,ㅐ,S001/30_ㅐ/S001_30_001.mp4,122,30.0,12,12,1.0,ok,
S001_30_002,ㅐ,S001/30_ㅐ/S001_30_002.mp4,122,30.0,12,12,1.0,ok,
S001_30_003,ㅐ,S001/30_ㅐ/S001_30_003.mp4,122,30.0,12,12,1.0,ok,
S001_30_004,ㅐ,S001/30_ㅐ/S001_30_004.mp4,122,30.0,12,12,1.0,ok,
S001_30_005,ㅐ,S001/30_ㅐ/S001_30_005.mp4,122,30.0,12,12,1.0,ok,
S001_30_006,ㅐ,S001/30_ㅐ/S001_30_006.mp4,122,30.0,12,12,1.0,ok,
S001_30_007,ㅐ,S001/30_ㅐ/S001_30_007.mp4,122,30.0,12,12,1.0,ok,
S001_30_008,ㅐ,S001/30_ㅐ/S001_30_008.mp4,122,30.0,12,12,1.0,ok,
S001_30_009,ㅐ,S001/30_ㅐ/S001_30_009.mp4,122,30.0,12,12,1.0,ok,
S001_30_010,ㅐ,S001/30_ㅐ/S001_30_010.mp4,122,30.0,12,12,1.0,ok,
S001_30_011,ㅐ,S001/30_ㅐ/S001_30_011.mp4,122,30.0,12,12,1.0,ok,
S001_31_001,ㅒ,S001/31_ㅒ/S001_31_001.mp4,122,30.0,12,12,1.0,ok,
